_id,site,datetime,stat,BCSTAT,BCSTAT_txt,BP,BP_txt,CO,CO_txt,H2S,H2S_txt,INT_T,INT_T_txt,NO,NO_txt,NO2,NO2_txt,NOX,NOX_txt,NOY,NOY_txt,NOYDIF,NOYDIF_txt,OUT_RH,OUT_RH_txt,OUT_T,OUT_T_txt,OZONE,OZONE_txt,OZONE2,OZONE2_txt,PER_F,PER_F_txt,PER_F2,PER_F2_txt,PM10,PM10_txt,PM10_FL,PM10_FL_txt,PM10B,PM10B_txt,PM25,PM25_txt,PM25(2),PM25(2)_txt,PM25_FL,PM25_FL_txt,PM25B,PM25B_txt,PM25T,PM25T_txt,RWD,RWD_txt,RWS,RWS_txt,SIGTHETA,SIGTHETA_txt,SO2,SO2_txt,SONICWD,SONICWD_txt,SONICWS,SONICWS_txt,UVPM,UVPM_txt
6466,North Braddock,2016-04-20T00:00:00,Max,,,745.6,,,,,,25.4,,,,,,,,,,,,,,24.4,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,68.1,,0.002,,305,,4.9,,,
7304,Lawrenceville 2,2016-05-02T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467,North Braddock,2016-04-20T00:00:00,Hr. of Max,,,8,,,,,,0,,,,,,,,,,,,,,17,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,5,,16,,1,,12,,,
8428,Avalon,2016-05-18T00:00:00,Max,,,744.8,,,,0,,23.5,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,79.6,,0.001,,319,,4.9,,,
8430,Avalon,2016-05-18T00:00:00,Avg,,,744,,,,0,,22.4,,,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,44.7,,0,,94,,2.9,,,
6394,North Braddock,2016-04-19T00:00:00,Max,,,744.4,,,,,,25.8,,,,,,,,,,,,,,23,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,78.5,,0.047,,330,,7.5,,,
6395,North Braddock,2016-04-19T00:00:00,Hr. of Max,,,23,,,,,,3,,,,,,,,,,,,,,15,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,5,,7,,23,,14,,,
6532,Lincoln,2016-04-21T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,61,,184,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,
6534,Lincoln,2016-04-21T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,59,,46,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,
6535,North Braddock,2016-04-21T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
6537,North Braddock,2016-04-21T00:00:00,Min,,,736.1,,,,,,24.5,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,19.9,,0,,3,,0.7,,,
9675,Lawrenceville,2016-06-04T00:00:00,Min,,,733.9,,,,,,21.7,,,,,,,,,,,,44.5,,21.5,,0.012,,0.012,,,,,,,,,,1,,,,,,,,9,,,,5,,,,,,,,,,,,,
6403,South Fayette,2016-04-19T00:00:00,Count,,,,,,,,,24,,,,,,,,,,,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
10486,Liberty 2,2016-06-15T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,74,,,,25,,24,,58,,,,,,,,,,,,,,,,,,,
7669,Liberty,2016-05-07T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
7137,Flag Plaza,2016-04-30T00:00:00,Min,,,,,0.2,,,,24.1,,,,,,,,,,,,,,8.1,,,,,,51,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10559,Liberty 2,2016-06-16T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,23,,,,4,,4,,23,,,,,,,,,,,,,,,,,,,
8840,North Braddock,2016-05-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10867,South Fayette,2016-06-20T00:00:00,Count,,,,,,,,,23,,,,,,,,,,,,,,23,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,24,,23,,24,,24,,,
7460,Liberty 2,2016-05-04T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7713,Flag Plaza,2016-05-08T00:00:00,Min,,,,,0.1,,,,26.2,,,,,,,,,,,,,,9,,,,,,56,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012,Lawrenceville,2016-04-28T00:00:00,Max,,,737.9,,,,,,21.8,,,,,,,,,,,,87.1,,14.5,,0.038,,0.038,,,,,,,,,,17,,,,,,,,15,,,,358,,,,,,,,,,,,,
7714,Flag Plaza,2016-05-08T00:00:00,Max,,,,,0.5,,,,27.5,,,,,,,,,,,,,,18.4,,,,,,58,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7717,Glassport High Street,2016-05-08T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6615,Parkway East (Near Road),2016-04-22T00:00:00,Min,0,,724.8,,265.4,,,,21.9,,1.3,,7.5,,9.4,,,,,,62.6,,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8440,Glassport High Street,2016-05-18T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8441,Glassport High Street,2016-05-18T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,Glassport High Street,2016-04-23T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,Glassport High Street,2016-04-23T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223,Lawrenceville 2,2016-04-17T00:00:00,Count,,,,,23,,,,24,,23,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
6651,Lawrenceville,2016-04-23T00:00:00,Min,,,737.4,,,,,,21.6,,,,,,,,,,,,37.2,,9.8,,0.026,,0.026,,,,,,,,,,4,,,,,,,,3,,,,300,,,,,,,,,,,,,
6546,Parkway East (Near Road),2016-04-21T00:00:00,Avg,0,,727.4,,334.1,,,,22.1,,2.7,,10.4,,12.7,,,,,,46,,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,North Braddock,2016-04-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8545,Lincoln,2016-05-19T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
6549,South Fayette,2016-04-21T00:00:00,Min,,,,,,,,,21.9,,,,,,,,,,,,,,14.4,,0.044,,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,0,,0,,2.7,,,
6550,South Fayette,2016-04-21T00:00:00,Max,,,,,,,,,26,,,,,,,,,,,,,,23.3,,0.07,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,46,,0,,350,,10.6,,,
6551,South Fayette,2016-04-21T00:00:00,Hr. of Max,,,,,,,,,15,,,,,,,,,,,,,,15,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,17,,23,,18,,18,,,
7709,Avalon,2016-05-08T00:00:00,Hr. of Max,,,23,,,,23,,23,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,23,,10,,5,,14,,,
8474,Lincoln,2016-05-18T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965,Liberty,2016-05-25T00:00:00,Count,,,,,,,22,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,23,,24,,24,,,
6980,South Fayette,2016-04-27T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,Harrison Township,2016-04-30T00:00:00,Hr. of Max,,,,,,,,,14,,9,,9,,9,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,Lincoln,2016-06-10T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,67,,28,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,
10279,North Braddock,2016-06-12T00:00:00,Count,,,23,,,,,,23,,,,,,,,,,,,,,23,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,23,,23,,23,,23,,,
10940,South Fayette,2016-06-21T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,North Braddock,2016-04-25T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
7725,Harrison Township,2016-05-08T00:00:00,Min,,,,,,,,,16.1,,0,,0.001,,0.001,,,,,,,,,,0.007,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7726,Harrison Township,2016-05-08T00:00:00,Max,,,,,,,,,22.7,,0.004,,0.022,,0.027,,,,,,,,,,0.047,,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7727,Harrison Township,2016-05-08T00:00:00,Hr. of Max,,,,,,,,,14,,21,,21,,21,,,,,,,,,,17,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6587,Lawrenceville 2,2016-04-22T00:00:00,Hr. of Max,,,,,20,,,,4,,6,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
7728,Harrison Township,2016-05-08T00:00:00,Avg,,,,,,,,,19.4,,0,,0.003,,0.004,,,,,,,,,,0.031,,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,Lawrenceville 2,2016-04-23T00:00:00,Min,,,,,169.4,,,,22,,0,,,,,,1.1,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6663,Liberty,2016-04-23T00:00:00,Min,,,,,,,0,,23.9,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,0,,324,,5,,,
8449,Lawrenceville,2016-05-18T00:00:00,Count,,,24,,,,,,24,,,,,,,,,,,,24,,24,,23,,23,,,,,,,,,,24,,,,,,,,24,,,,24,,,,,,,,,,,,,
6514,Lawrenceville 2,2016-04-21T00:00:00,Max,,,,,508,,,,27,,30.1,,,,,,63.6,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,
7087,Lawrenceville 2,2016-04-29T00:00:00,Count,,,,,23,,,,24,,23,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
6405,South Fayette,2016-04-19T00:00:00,Min,,,,,,,,,21.8,,,,,,,,,,,,,,11.3,,0.049,,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0,,1,,2.4,,,
6406,South Fayette,2016-04-19T00:00:00,Max,,,,,,,,,25.6,,,,,,,,,,,,,,20.8,,0.072,,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,24,,0.002,,357,,11.9,,,
6591,Liberty,2016-04-22T00:00:00,Min,,,,,,,0,,24.3,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,0.001,,4,,1.5,,,
6592,Liberty,2016-04-22T00:00:00,Max,,,,,,,0.001,,25.3,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,,0.004,,357,,6.6,,,
9188,Liberty 2,2016-05-28T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6805,Liberty,2016-04-25T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
6436,Lawrenceville,2016-04-20T00:00:00,Max,,,746.2,,,,,,29.1,,,,,,,,,,,,39,,26.8,,0.058,,0.058,,,,,,,,,,33,,,,,,,,9,,,,122,,,,,,,,,,,,,
6443,Lawrenceville 2,2016-04-20T00:00:00,Hr. of Max,,,,,20,,,,1,,6,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,
8219,Flag Plaza,2016-05-15T00:00:00,Hr. of Max,,,,,23,,,,0,,,,,,,,,,,,,,18,,,,,,23,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9120,Liberty 2,2016-05-27T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,55,,,,20,,20,,45,,,,,,,,,,,,,,,,,,,
10422,Lincoln,2016-06-14T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,69,,13,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
9836,Liberty 2,2016-06-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9837,Liberty 2,2016-06-06T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,65,,,,1,,2,,51,,,,,,,,,,,,,,,,,,,
7302,Lawrenceville,2016-05-02T00:00:00,Avg,,,737,,,,,,21.7,,,,,,,,,,,,72,,17.2,,0.027,,0.027,,,,,,,,,,6,,,,,,,,7,,,,0,,,,,,,,,,,,,
6739,Liberty 2,2016-04-24T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,
7178,Lincoln,2016-04-30T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6885,Liberty 2,2016-04-26T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,19,,,,1,,0,,48,,,,,,,,,,,,,,,,,,,
6668,Liberty 2,2016-04-23T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6886,Liberty 2,2016-04-26T00:00:00,Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,21,,,,50,,51,,51,,,,,,,,,,,,,,,,,,,
6672,Liberty 2,2016-04-23T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,80,,,,4,,3,,47,,,,,,,,,,,,,,,,,,,
6887,Liberty 2,2016-04-26T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,23,,,,3,,3,,23,,,,,,,,,,,,,,,,,,,
6811,Liberty 2,2016-04-25T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,22,,,,24,,24,,24,,,,,,,,,,,,,,,,,,,
6813,Liberty 2,2016-04-25T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,18,,,,3,,2,,46,,,,,,,,,,,,,,,,,,,
6815,Liberty 2,2016-04-25T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,5,,,,0,,0,,5,,,,,,,,,,,,,,,,,,,
6816,Liberty 2,2016-04-25T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,55,,,,18,,17,,49,,,,,,,,,,,,,,,,,,,
7187,North Braddock,2016-04-30T00:00:00,Hr. of Max,,,7,,,,,,20,,,,,,,,,,,,,,13,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,12,,12,,3,,20,,,
6888,Liberty 2,2016-04-26T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,20,,,,12,,11,,49,,,,,,,,,,,,,,,,,,,
7518,Lawrenceville,2016-05-05T00:00:00,Avg,,,731.9,,,,,,21.7,,,,,,,,,,,,72.4,,13.4,,0.028,,0.028,,,,,,,,,,7,,,,,,,,7,,,,0,,,,,,,,,,,,,
7114,North Braddock,2016-04-29T00:00:00,Max,,,741.8,,,,,,26.1,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,51.4,,0,,340,,5.6,,,
7661,Lawrenceville,2016-05-07T00:00:00,Hr. of Max,,,0,,,,,,7,,,,,,,,,,,,5,,14,,15,,15,,,,,,,,,,20,,,,,,,,10,,,,5,,,,,,,,,,,,,
6385,Lincoln,2016-04-19T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,
6386,Lincoln,2016-04-19T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,Lincoln,2016-04-19T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,55,,10,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
6390,Lincoln,2016-04-19T00:00:00,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,57,,31,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,
8183,Liberty 2,2016-05-14T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,23,,,,2,,2,,23,,,,,,,,,,,,,,,,,,,
6459,Lincoln,2016-04-20T00:00:00,Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,55,,5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
7466,Lincoln,2016-05-04T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,Liberty,2016-05-01T00:00:00,Count,,,,,,,24,,24,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,24,,24,,,
10277,Lincoln,2016-06-12T00:00:00,Hr. of Max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
7904,North Braddock,2016-05-10T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13574,Liberty,2016-07-28T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6898,North Braddock,2016-04-26T00:00:00,Max,,,735,,,,,,25.8,,,,,,,,,,,,,,24.6,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,44.5,,0.018,,348,,8.3,,,
7563,Avalon,2016-05-06T00:00:00,Min,,,734.2,,,,0,,21.3,,,,,,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,25.1,,0,,6,,1.9,,,
7564,Avalon,2016-05-06T00:00:00,Max,,,736.6,,,,0,,23,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,59.7,,0,,358,,8,,,
7571,Flag Plaza,2016-05-06T00:00:00,Hr. of Max,,,,,23,,,,23,,,,,,,,,,,,,,12,,,,,,23,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7573,Glassport High Street,2016-05-06T00:00:00,Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7574,Glassport High Street,2016-05-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,Lawrenceville 2,2016-05-10T00:00:00,Avg,,,,,246.1,,,,22.7,,1.6,,,,,,11.3,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,
8717,Avalon,2016-05-22T00:00:00,Hr. of Max,,,22,,,,23,,5,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,10,,23,,1,,14,,,
8718,Avalon,2016-05-22T00:00:00,Avg,,,739.8,,,,0,,22.5,,,,,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,42.7,,0,,320,,3.2,,,
6324,North Braddock,2016-04-18T00:00:00,Avg,,,745.4,,,,,,25,,,,,,,,,,,,,,19.1,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,43.5,,0,,341,,2.6,,,
9647,South Fayette,2016-06-03T00:00:00,Hr. of Max,,,,,,,,,17,,,,,,,,,,,,,,16,,17,,17,,,,,,,,,,,,,,,,,,,,,,,,,,14,,16,,21,,5,,,
6864,Harrison Township,2016-04-26T00:00:00,Avg,,,,,,,,,22,,0,,0.005,,0.005,,,,,,,,,,0.04,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,Liberty,2016-04-20T00:00:00,Min,,,,,,,0,,25,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,0,,19,,1.5,,,
6448,Liberty,2016-04-20T00:00:00,Max,,,,,,,0,,27.6,,,,,,,,,,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.7,,0.001,,112,,8.2,,,
6450,Liberty,2016-04-20T00:00:00,Avg,,,,,,,0,,26,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,,0,,77,,5.8,,,
6867,Lawrenceville,2016-04-26T00:00:00,Min,,,732.4,,,,,,21.7,,,,,,,,,,,,43.3,,12.1,,0.036,,0.036,,,,,,,,,,4,,,,,,,,6,,,,222,,,,,,,,,,,,,
6393,North Braddock,2016-04-19T00:00:00,Min,,,741.9,,,,,,24.6,,,,,,,,,,,,,,11,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,22.4,,0,,32,,0.5,,,
6903,Parkway East (Near Road),2016-04-26T00:00:00,Min,0,,721.5,,158.3,,,,21.6,,0.5,,7.8,,4.5,,,,,,46.3,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6904,Parkway East (Near Road),2016-04-26T00:00:00,Max,0,,724.2,,661,,,,22.6,,8.4,,13.6,,21,,,,,,80.2,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6729,Lawrenceville 2,2016-04-24T00:00:00,Min,,,,,163.1,,,,22,,0.1,,,,,,2.4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
6730,Lawrenceville 2,2016-04-24T00:00:00,Max,,,,,403.6,,,,23.9,,2.6,,,,,,21.6,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,
6905,Parkway East (Near Road),2016-04-26T00:00:00,Hr. of Max,23,,23,,18,,,,23,,16,,15,,16,,,,,,7,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860,South Fayette,2016-06-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7711,Flag Plaza,2016-05-08T00:00:00,Count,,,,,24,,,,24,,,,,,,,,,,,,,24,,,,,,24,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,Avalon,2016-05-13T00:00:00,Avg,,,738.2,,,,0,,21.6,,,,,,,,,,,,,,17.3,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,32.1,,0,,285,,5.2,,,
8073,Flag Plaza,2016-05-13T00:00:00,Min,,,,,0.2,,,,24.8,,,,,,,,,,,,,,15.3,,,,,,61,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,Lawrenceville 2,2016-04-23T00:00:00,Hr. of Max,,,,,23,,,,8,,10,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
6300,Lawrenceville 2,2016-04-18T00:00:00,Avg,,,,,298,,,,27.3,,5.3,,,,,,20.7,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,
6515,Lawrenceville 2,2016-04-21T00:00:00,Hr. of Max,,,,,7,,,,9,,7,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,
6910,South Fayette,2016-04-26T00:00:00,Max,,,,,,,,,26.6,,,,,,,,,,,,,,24,,0.06,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,,0,,356,,13.2,,,
6367,Lawrenceville 2,2016-04-19T00:00:00,Count,,,,,23,,,,24,,23,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,
8171,Lawrenceville 2,2016-05-14T00:00:00,Hr. of Max,,,,,2,,,,17,,6,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,Parkway East (Near Road),2016-04-17T00:00:00,Hr. of Max,23,,8,,7,,,,7,,7,,7,,7,,,,,,6,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,Parkway East (Near Road),2016-04-17T00:00:00,Avg,0,,736.7,,918.2,,,,21.9,,5.8,,17.4,,23.3,,,,,,38.6,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7580,Harrison Township,2016-05-06T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190,South Fayette,2016-04-16T00:00:00,Max,,,,,,,,,28.3,,,,,,,,,,,,,,22.8,,0.073,,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,,0.005,,166,,5,,,
6719,Harrison Township,2016-04-24T00:00:00,Hr. of Max,,,,,,,,,17,,6,,21,,21,,,,,,,,,,17,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6726,Lawrenceville,2016-04-24T00:00:00,Avg,,,741,,,,,,21.8,,,,,,,,,,,,35.1,,14.1,,0.034,,0.034,,,,,,,,,,12,,,,,,,,8,,,,0,,,,,,,,,,,,,
6906,Parkway East (Near Road),2016-04-26T00:00:00,Avg,0,,722.3,,370.8,,,,22.1,,4.4,,10.1,,14.2,,,,,,61.3,,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,Liberty 2,2016-05-10T00:00:00,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
